UML Type,UID Business Object,Business Object,UID Feature,Feature,Description,UID Data Type,Data Type,UID Owner,Owner Element,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,9b93e605-6d56-eb11-82e3-06d64c037e3d,NonUSTEFRADCertification,Non-US beneficial owner certification requirement for exchange of temporary to permanent notes.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,9c93e605-6d56-eb11-82e3-06d64c037e3d,OddLotSalePurchase,"Sale or purchase of odd-lots to/from the issuing company, initiated either by the holder of the security or through an offer made by the issuer.",,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,9d93e605-6d56-eb11-82e3-06d64c037e3d,OrdinaryGeneralMeeting,Ordinary general meeting.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,9e93e605-6d56-eb11-82e3-06d64c037e3d,OtherEvent,"Other event, use only when no other event type applies, for example, a new event type.",,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,9f93e605-6d56-eb11-82e3-06d64c037e3d,PariPassu,"Occurs when securities with different characteristics, for example, shares with different entitlements to dividend or voting rights, become identical in all respects, for example, pari-passu or assimilation. May be scheduled in advance, for example, shares resulting from a bonus may become fungible after a pre-set period of time, or may result from outside events, for example, merger, reorganisation, issue of supplementary tranches.",,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,58f70c0c-6d56-eb11-82e3-06d64c037e3d,PartialRedemptionWithoutPoolFactorReduction,Securities are redeemed in part before their scheduled final maturity date. It is done without any pool factor reduction. The redemption is reflected in a debit of the face amount (FAMT).,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,59f70c0c-6d56-eb11-82e3-06d64c037e3d,PartialRedemptionWithPoolFactorReduction,Securities are redeemed in part before their scheduled final maturity date. The redemption is reflected in a pool factor reduction. No movement of securities occurs.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,5af70c0c-6d56-eb11-82e3-06d64c037e3d,PayInKind,"Interest payment, in any kind except cash, distributed to holders of an interest bearing asset.",,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,5bf70c0c-6d56-eb11-82e3-06d64c037e3d,PlaceOfIncorporation,"Changes in the state of incorporation for US companies and changes in the place of incorporation for foreign companies. Where shares need to be registered following the incorporation change, the holder(s) may have to elect the registrar.",,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,5cf70c0c-6d56-eb11-82e3-06d64c037e3d,Prefunding,Also called partial defeasance. Issuer has money set aside to redeem a portion of an issue and the indenture states that the securities could be called earlier than the stated maturity.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,5df70c0c-6d56-eb11-82e3-06d64c037e3d,PriorityIssue,"Form of open or public offer where, due to a limited amount of securities available, priority is given to existing shareholders.",,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,5ef70c0c-6d56-eb11-82e3-06d64c037e3d,PutRedemption,Early redemption of a security at the election of the holder subject to the terms and condition of the issue with no reduction in nominal value.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,5ff70c0c-6d56-eb11-82e3-06d64c037e3d,Redenomination,"Event by which the unit (currency and/or nominal) of a security is restated, for example, nominal/par value of security in a national currency is restated in another currency.",,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,60f70c0c-6d56-eb11-82e3-06d64c037e3d,Remarketing,Purchase and sale of remarketed preferred equities/bonds through the negotiation of interest rate between the issuers and the holders.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,61f70c0c-6d56-eb11-82e3-06d64c037e3d,RemarketingAgreement,Purchase and sale of remarketed preferred equities/bonds through the negotiation of interest rate between the issuers and the holders.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,62f70c0c-6d56-eb11-82e3-06d64c037e3d,RepurchaseOffer,Repurchase offer / issuer bid / reverse rights. Offer to existing holders by the issuing company to repurchase its own securities. The objective of the offer is to reduce the number of outstanding securities.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,63f70c0c-6d56-eb11-82e3-06d64c037e3d,ReverseStockSplit,Decrease in a company's number of outstanding equities without any change in the shareholder's equity or the aggregate market value at the time of the split. Equity price and nominal value are increased accordingly.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,64f70c0c-6d56-eb11-82e3-06d64c037e3d,RightsIssue,Offer to holders of a security to subscribe for additional securities via the distribution of an intermediate security. Both processes are included in the same event.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,65f70c0c-6d56-eb11-82e3-06d64c037e3d,ScripDividend,Dividend or interest paid in the form of scrip.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,66f70c0c-6d56-eb11-82e3-06d64c037e3d,SecuritiesHoldersMeeting,Ordinary or annual or extraordinary or special general meeting.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,67f70c0c-6d56-eb11-82e3-06d64c037e3d,SharesPremiumDividend,Corporate event pays shareholders an amount in cash issued from the shares premium reserve. It is similar to a dividend but with different tax implications.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,68f70c0c-6d56-eb11-82e3-06d64c037e3d,SmallestNegotiableUnit,Modification of the smallest negotiable unit of shares in order to obtain a new negotiable unit.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,69f70c0c-6d56-eb11-82e3-06d64c037e3d,SpinOff,"Distribution of securities issued by another company. The distributed securities may either be of a newly created or of an existing company. For example, spin-off, demerger, unbundling, divestment.",,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,6af70c0c-6d56-eb11-82e3-06d64c037e3d,StockDividend,Dividend paid to shareholders in the form of equities of the issuing corporation.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,6bf70c0c-6d56-eb11-82e3-06d64c037e3d,StockSplit,Increase in a corporation's number of outstanding equities without any change in the shareholder's equity or the aggregate market value at the time of the split. Equity price and nominal value are reduced accordingly.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,6cf70c0c-6d56-eb11-82e3-06d64c037e3d,Subscription,"Ability for security holders to purchase (additional or new) securities at a certain price, in proportion to their holding.",,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,6df70c0c-6d56-eb11-82e3-06d64c037e3d,TaxOnNonDistributedProceeds,"Taxable component on non-distributed proceeds, for example, Australian deemed income or US 871m income regulation.",,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,6ef70c0c-6d56-eb11-82e3-06d64c037e3d,TaxReclaim,Event related to tax reclaim activities.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,6ff70c0c-6d56-eb11-82e3-06d64c037e3d,Tender,"Offer made to holders by a third party, requesting them to sell (tender) or exchange their securities.",,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,11c90812-6d56-eb11-82e3-06d64c037e3d,TradingStatusDelisted,Security is no longer able to comply with the listing requirements of a stock exchange and is removed from official board quotation.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,12c90812-6d56-eb11-82e3-06d64c037e3d,TradingStatusSuspended,Trading in the security has been suspended.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,13c90812-6d56-eb11-82e3-06d64c037e3d,WarrantExercise,"Option offered to holders to buy (call warrant) or to sell (put warrant) a specific amount of stock, cash, or commodity, at a predetermined price, during a predetermined period of time (which usually corresponds to the life of the issue).",,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,14c90812-6d56-eb11-82e3-06d64c037e3d,WithholdingTaxReliefCertification,Certification process for withholding tax reduction or exemption based on the tax status of the holder.,,,,,,,,,,,,,,,,
Enumeration literal,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,15c90812-6d56-eb11-82e3-06d64c037e3d,Worthless,Booking out of valueless securities.,,,,,,,,,,,,,,,,
Enumeration,ce9f8d4b-6e56-eb11-82e3-06d64c037e3d,CorporateActionInvolvementTypeValues,,,,Visibility=public,isAbstract=false,isRoot=false,isLeaf=false,,,,,,,,,,,,
Enumeration literal,ce9f8d4b-6e56-eb11-82e3-06d64c037e3d,CorporateActionInvolvementTypeValues,f72706ab-7056-eb11-82e3-06d64c037e3d,CorporateActionAgent,"A firm authorised to act as an intermediary between issuer and shareholders. It takes care of the needs of the shareholders such as reporting, inquiries and regulatory compliance. (ISO20022)",,,,,,,,,,,,,,,,
Enumeration literal,ce9f8d4b-6e56-eb11-82e3-06d64c037e3d,CorporateActionInvolvementTypeValues,418471d8-7056-eb11-82e3-06d64c037e3d,CorporateActionOfferor,Provides the entity making the offer and that is different from the issuing company. (ISO20022),,,,,,,,,,,,,,,,
Enumeration,5984daf1-6e56-eb11-82e3-06d64c037e3d,CorporateActionDateTimeTypeValues,,,,Visibility=public,isAbstract=false,isRoot=false,isLeaf=false,,,,,,,,,,,,
Enumeration literal,5984daf1-6e56-eb11-82e3-06d64c037e3d,CorporateActionDateTimeTypeValues,000dc032-6f56-eb11-82e3-06d64c037e3d,TradingDate,Date/time at which the deal (rights) was agreed. (ISO20022),,,,,,,,,,,,,,,,
Enumeration literal,5984daf1-6e56-eb11-82e3-06d64c037e3d,CorporateActionDateTimeTypeValues,0a3ef353-6f56-eb11-82e3-06d64c037e3d,PariPassuDate,"Date on which security will assimilate, become fungible, or have the same rights to dividends as the parent issue. (ISO20022)",,,,,,,,,,,,,,,,
Enumeration literal,5984daf1-6e56-eb11-82e3-06d64c037e3d,CorporateActionDateTimeTypeValues,1e99d68a-6f56-eb11-82e3-06d64c037e3d,AnnouncementDate,Date/time at which the issuer announced that a corporate action event will occur such as the issue of securities or an official meeting. (ISO20022),,,,,,,,,,,,,,,,
Enumeration literal,5984daf1-6e56-eb11-82e3-06d64c037e3d,CorporateActionDateTimeTypeValues,cc79f0f3-6f56-eb11-82e3-06d64c037e3d,EffectiveDate,Date/time at which an event is officially effective from the issuer's perspective. (ISO20022),,,,,,,,,,,,,,,,
Enumeration literal,5984daf1-6e56-eb11-82e3-06d64c037e3d,CorporateActionDateTimeTypeValues,d3611afe-6f56-eb11-82e3-06d64c037e3d,LapsedDate,Date/time at which an event/offer is terminated or lapsed. (ISO20022),,,,,,,,,,,,,,,,
Enumeration literal,5984daf1-6e56-eb11-82e3-06d64c037e3d,CorporateActionDateTimeTypeValues,87916a6a-7056-eb11-82e3-06d64c037e3d,MarginFixingDate,Date/time at which the margin rate will be determined . (ISO20022),,,,,,,,,,,,,,,,
Enumeration,1d2c6637-6756-eb11-82e3-06d64c037e3d,CorporateActionStatusValues,,,,Visibility=public,isAbstract=false,isRoot=false,isLeaf=false,,,,,,,,,,,,
Enumeration literal,1d2c6637-6756-eb11-82e3-06d64c037e3d,CorporateActionStatusValues,4df7b059-6756-eb11-82e3-06d64c037e3d,Active,The CA event is active. (ISO20022),,,,,,,,,,,,,,,,
Enumeration literal,1d2c6637-6756-eb11-82e3-06d64c037e3d,CorporateActionStatusValues,89002e64-6756-eb11-82e3-06d64c037e3d,Deactivated,The CA event is deactivated. The clients cannot send instruction anymore. (ISO20022),,,,,,,,,,,,,,,,
Enumeration literal,1d2c6637-6756-eb11-82e3-06d64c037e3d,CorporateActionStatusValues,38c02971-6756-eb11-82e3-06d64c037e3d,Expired,"The CA event is expired, no more processing, claims, transformations take place. (ISO20022)",,,,,,,,,,,,,,,,
Enumeration literal,1d2c6637-6756-eb11-82e3-06d64c037e3d,CorporateActionStatusValues,be7b1f80-6756-eb11-82e3-06d64c037e3d,Cancelled,The CA event is cancelled. (ISO20022),,,,,,,,,,,,,,,,
Enumeration literal,1d2c6637-6756-eb11-82e3-06d64c037e3d,CorporateActionStatusValues,740d7c9b-6756-eb11-82e3-06d64c037e3d,Withdrawn,"The CA event is withrawn, ie, cancelled by the market. (ISO20022)",,,,,,,,,,,,,,,,
Enumeration literal,1d2c6637-6756-eb11-82e3-06d64c037e3d,CorporateActionStatusValues,fcb53ea7-6756-eb11-82e3-06d64c037e3d,Inactive,"Option is not active and can no longer be responded to. Any responses already processed against this option will remain valid, eg, expired option. (ISO20022)",,,,,,,,,,,,,,,,
Enumeration,e12e5704-c45c-eb11-82e9-065ba105bad3,SecurityTypeValues,,,,Visibility=public,isAbstract=false,isRoot=false,isLeaf=false,,,,,,,,,,,,
Enumeration literal,e12e5704-c45c-eb11-82e9-065ba105bad3,SecurityTypeValues,28bcc11a-c45c-eb11-82e9-065ba105bad3,Equity,"Financial instrument that represents a title of ownership in a company. That is, the shareholder is entitled to a part of the company's profit - usually by payment of a dividend - and to voting rights, if any. Each company issues generally different classes of shares, for example, ordinary or common shares, which have no guaranteed amount of dividend but carry voting rights, or preferred shares, which receive dividends before ordinary shares but have no voting right. (ISO20022)",,,,,,,,,,,,,,,,
Enumeration literal,e12e5704-c45c-eb11-82e9-065ba105bad3,SecurityTypeValues,91094b33-c45c-eb11-82e9-065ba105bad3,Warrant,Financial instrument that gives the holder the right to purchase shares or bonds at a given price within a specified time. (ISO20022),,,,,,,,,,,,,,,,
Enumeration literal,e12e5704-c45c-eb11-82e9-065ba105bad3,SecurityTypeValues,299c6368-c45c-eb11-82e9-065ba105bad3,Entitlement,Financial instrument providing the holder the privilege to subscribe to or to receive specific assets on terms specified. (ISO20022),,,,,,,,,,,,,,,,
Enumeration,961ac7ae-8259-eb11-82e3-069263446f67,FinancialInstrumentTypeValues,,,,Visibility=public,isAbstract=false,isRoot=false,isLeaf=false,,,,,,,,,,,,
Enumeration literal,961ac7ae-8259-eb11-82e3-069263446f67,FinancialInstrumentTypeValues,91ab0ac9-8259-eb11-82e3-069263446f67,Loan,,,,,,,,,,,,,,,,,
Enumeration literal,961ac7ae-8259-eb11-82e3-069263446f67,FinancialInstrumentTypeValues,490862cf-8259-eb11-82e3-069263446f67,Bond,,,,,,,,,,,,,,,,,
Enumeration literal,961ac7ae-8259-eb11-82e3-069263446f67,FinancialInstrumentTypeValues,ca07f0d5-8259-eb11-82e3-069263446f67,Deposit,,,,,,,,,,,,,,,,,
Enumeration literal,961ac7ae-8259-eb11-82e3-069263446f67,FinancialInstrumentTypeValues,1c28b904-8359-eb11-82e3-069263446f67,Stock,,,,,,,,,,,,,,,,,
Enumeration literal,961ac7ae-8259-eb11-82e3-069263446f67,FinancialInstrumentTypeValues,65305ec6-8c59-eb11-82e3-069263446f67,Option,,,,,,,,,,,,,,,,,
Enumeration literal,961ac7ae-8259-eb11-82e3-069263446f67,FinancialInstrumentTypeValues,625f560f-695a-eb11-82e3-0696e5690f15,Share,,,,,,,,,,,,,,,,,
Enumeration literal,961ac7ae-8259-eb11-82e3-069263446f67,FinancialInstrumentTypeValues,5db896e0-c25c-eb11-82e9-065ba105bad3,Debt,"Financial instruments evidencing moneys owed by the issuer to the holder on terms as specified. (ISO20022)

Any type of instrument primarily classified as debt can be considered a debt instrument. Debt instruments are tools an individual, government entity, or business entity can utilize for the purpose of obtaining capital. Debt instruments provide capital to an entity that promises to repay the capital over time. Credit cards, credit lines, loans, and bonds can all be types of debt instruments. (Investopedia)",,,,,,,,,,,,,,,,
Enumeration literal,961ac7ae-8259-eb11-82e3-069263446f67,FinancialInstrumentTypeValues,a33cade6-c25c-eb11-82e9-065ba105bad3,LetterOfCredit,"Instrument issued by a bank substituting its name and credit standing for that of its customer. A letter of credit is a written undertaking of the bank, issued for the account of a customer (the applicant), to honour a demand for payment, upon the beneficiary's compliance with the terms and conditions set forth in the undertaking. (ISO20022)",,,,,,,,,,,,,,,,
Enumeration literal,961ac7ae-8259-eb11-82e3-069263446f67,FinancialInstrumentTypeValues,64887ffb-c25c-eb11-82e9-065ba105bad3,Security,Financial instruments representing a sum of rights of the investor vis-a-vis the issuer. (ISO20022),,,,,,,,,,,,,,,,
Enumeration literal,961ac7ae-8259-eb11-82e3-069263446f67,FinancialInstrumentTypeValues,3dbd6302-c35c-eb11-82e9-065ba105bad3,Derivative,,,,,,,,,,,,,,,,,
Enumeration,aa3775f9-ac64-eb11-82e9-06f39716fe97,QualityAssuranceTestTypeValues,,,,Visibility=public,isAbstract=false,isRoot=false,isLeaf=false,,,,,,,,,,,,
Enumeration literal,aa3775f9-ac64-eb11-82e9-06f39716fe97,QualityAssuranceTestTypeValues,f8bbe112-ad64-eb11-82e9-06f39716fe97,Functional Consistency Check,Test to confirm production behaviors match intended usage patterns,,,,,,,,,,,,,,,,
Enumeration literal,aa3775f9-ac64-eb11-82e9-06f39716fe97,QualityAssuranceTestTypeValues,3457b738-ad64-eb11-82e9-06f39716fe97,Resiliency and Performance Check,Test to confirm the service availability and response times meet agreed service levels,,,,,,,,,,,,,,,,
Enumeration literal,aa3775f9-ac64-eb11-82e9-06f39716fe97,QualityAssuranceTestTypeValues,558e1c4d-ad64-eb11-82e9-06f39716fe97,Processing Error and Integrity Check,Test to confirm errors and product/service failure rates are within allowed limits,,,,,,,,,,,,,,,,
Enumeration literal,aa3775f9-ac64-eb11-82e9-06f39716fe97,QualityAssuranceTestTypeValues,38465e62-ad64-eb11-82e9-06f39716fe97,Usability Check,"Test to confirm facilities are easily identifiable, service availability is resilient and access is sufficiently intuitive to users",,,,,,,,,,,,,,,,
Enumeration,8e7ea8e1-6677-eb11-8305-06d6e8bf29e7,WorkProductTypeValues,,,,Visibility=public,isAbstract=false,isRoot=false,isLeaf=false,,,,,,,,,,,,
Enumeration literal,8e7ea8e1-6677-eb11-8305-06d6e8bf29e7,WorkProductTypeValues,ba4c28ea-6677-eb11-8305-06d6e8bf29e7,Document,,,,,,,,,,,,,,,,,
Enumeration literal,8e7ea8e1-6677-eb11-8305-06d6e8bf29e7,WorkProductTypeValues,d9a461f6-6677-eb11-8305-06d6e8bf29e7,Working Paper,,,,,,,,,,,,,,,,,
Enumeration literal,8e7ea8e1-6677-eb11-8305-06d6e8bf29e7,WorkProductTypeValues,7cb4f9fe-6677-eb11-8305-06d6e8bf29e7,Activity Log,,,,,,,,,,,,,,,,,
Enumeration literal,8e7ea8e1-6677-eb11-8305-06d6e8bf29e7,WorkProductTypeValues,c1e0582e-6777-eb11-8305-06d6e8bf29e7,Form,,,,,,,,,,,,,,,,,
Enumeration literal,8e7ea8e1-6677-eb11-8305-06d6e8bf29e7,WorkProductTypeValues,c6e0582e-6777-eb11-8305-06d6e8bf29e7,File,"File of consolidated notes, evaluations and recommendations for the work task",,,,,,,,,,,,,,,,
Enumeration literal,8e7ea8e1-6677-eb11-8305-06d6e8bf29e7,WorkProductTypeValues,6226d549-6777-eb11-8305-06d6e8bf29e7,Meeting Schedule,,,,,,,,,,,,,,,,,
Enumeration literal,8e7ea8e1-6677-eb11-8305-06d6e8bf29e7,WorkProductTypeValues,22b0d3fd-b57d-eb11-8309-06f448ba7707,Meeting Minute,,,,,,,,,,,,,,,,,
Enumeration,8b442bd7-413a-eb11-82e3-069cf2dd6099,ComplianceCheckTypeValues,,,,Visibility=public,isAbstract=false,isRoot=false,isLeaf=false,,,,,,,,,,,,
Enumeration literal,8b442bd7-413a-eb11-82e3-069cf2dd6099,ComplianceCheckTypeValues,df1f81e4-413a-eb11-82e3-069cf2dd6099,Regulatory Compliance Check,,,,,,,,,,,,,,,,,
Enumeration literal,8b442bd7-413a-eb11-82e3-069cf2dd6099,ComplianceCheckTypeValues,5fb8ffea-413a-eb11-82e3-069cf2dd6099,Legal Compliance Check,,,,,,,,,,,,,,,,,
Enumeration literal,8b442bd7-413a-eb11-82e3-069cf2dd6099,ComplianceCheckTypeValues,46a6ef54-c551-eb11-82e3-06132fe31c95,Guideline Compliance Check,,,,,,,,,,,,,,,,,
Enumeration,b818fbbf-c651-eb11-82e3-06132fe31c95,RuleSetTypeValues,,,,Visibility=public,isAbstract=false,isRoot=false,isLeaf=false,,,,,,,,,,,,
Enumeration literal,b818fbbf-c651-eb11-82e3-06132fe31c95,RuleSetTypeValues,3176c1c6-c651-eb11-82e3-06132fe31c95,Policy,,,,,,,,,,,,,,,,,
Enumeration literal,b818fbbf-c651-eb11-82e3-06132fe31c95,RuleSetTypeValues,3376c1c6-c651-eb11-82e3-06132fe31c95,Regulation,,,,,,,,,,,,,,,,,
Enumeration literal,b818fbbf-c651-eb11-82e3-06132fe31c95,RuleSetTypeValues,ff3ba6d4-c651-eb11-82e3-06132fe31c95,Law,,,,,,,,,,,,,,,,,
Enumeration literal,b818fbbf-c651-eb11-82e3-06132fe31c95,RuleSetTypeValues,003ca6d4-c651-eb11-82e3-06132fe31c95,Guideline,,,,,,,,,,,,,,,,,
Enumeration literal,b818fbbf-c651-eb11-82e3-06132fe31c95,RuleSetTypeValues,ccf08fe0-c651-eb11-82e3-06132fe31c95,Criterion,,,,,,,,,,,,,,,,,
Enumeration literal,b818fbbf-c651-eb11-82e3-06132fe31c95,RuleSetTypeValues,57eb50ca-5c65-eb11-82ee-06b6c49a40d9,Standard,,,,,,,,,,,,,,,,,
Enumeration,dc437043-c151-eb11-82e3-06132fe31c95,AuditTypeValues,,,,Visibility=public,isAbstract=false,isRoot=false,isLeaf=false,,,,,,,,,,,,
Enumeration literal,dc437043-c151-eb11-82e3-06132fe31c95,AuditTypeValues,f6c2034d-c151-eb11-82e3-06132fe31c95,Internal Audit,Internal audits serve as a managerial tool to make improvements to processes and internal controls. (Investopedia),,,,,,,,,,,,,,,,
Enumeration literal,dc437043-c151-eb11-82e3-06132fe31c95,AuditTypeValues,8ba77e55-c151-eb11-82e3-06132fe31c95,External Audit,External audits can include a review of both financial statements and a company's internal controls. (Investopedia),,,,,,,,,,,,,,,,
Enumeration literal,dc437043-c151-eb11-82e3-06132fe31c95,AuditTypeValues,dab9376a-c151-eb11-82e3-06132fe31c95,Internal Revenue Service (IRS) Audit,,,,,,,,,,,,,,,,,
Enumeration,f9075cf6-cb51-eb11-82e3-06132fe31c95,AuditInvolvementTypeValues,,,,Visibility=public,isAbstract=false,isRoot=false,isLeaf=false,,,,,,,,,,,,
Enumeration literal,f9075cf6-cb51-eb11-82e3-06132fe31c95,AuditInvolvementTypeValues,fa075cf6-cb51-eb11-82e3-06132fe31c95,Auditor,,,,,,,,,,,,,,,,,
Enumeration literal,f9075cf6-cb51-eb11-82e3-06132fe31c95,AuditInvolvementTypeValues,c37f6001-cc51-eb11-82e3-06132fe31c95,Audit Requestor,,,,,,,,,,,,,,,,,
Enumeration,bc59d798-5b96-e911-823e-062d75b50cca,FinancialTransactionTypeValues,,,,Visibility=public,isAbstract=false,isRoot=false,isLeaf=false,,,,,,,,,,,,
Enumeration literal,bc59d798-5b96-e911-823e-062d75b50cca,FinancialTransactionTypeValues,f6f2d2ac-5b96-e911-823e-062d75b50cca,PricingTransaction,,,,,,,,,,,,,,,,,
Enumeration literal,bc59d798-5b96-e911-823e-062d75b50cca,FinancialTransactionTypeValues,35d4fe6d-7296-e911-823e-062d75b50cca,FeeTransaction,,,,,,,,,,,,,,,,,
Enumeration literal,bc59d798-5b96-e911-823e-062d75b50cca,FinancialTransactionTypeValues,4cbe8d84-7296-e911-823e-062d75b50cca,WithdrawTransaction,,,,,,,,,,,,,,,,,
Enumeration literal,bc59d798-5b96-e911-823e-062d75b50cca,FinancialTransactionTypeValues,b927bf8d-7296-e911-823e-062d75b50cca,DepositTransaction,,,,,,,,,,,,,,,,,
Enumeration literal,bc59d798-5b96-e911-823e-062d75b50cca,FinancialTransactionTypeValues,64f795bc-e498-e911-827a-06decc849e90,PaymentTransaction,,,,,,,,,,,,,,,,,
Enumeration literal,bc59d798-5b96-e911-823e-062d75b50cca,FinancialTransactionTypeValues,4a3496d1-e498-e911-827a-06decc849e90,ClearingTransaction,,,,,,,,,,,,,,,,,
Enumeration literal,bc59d798-5b96-e911-823e-062d75b50cca,FinancialTransactionTypeValues,b7aa42fd-e498-e911-827a-06decc849e90,SettlementTransaction,,,,,,,,,,,,,,,,,
Enumeration literal,bc59d798-5b96-e911-823e-062d75b50cca,FinancialTransactionTypeValues,1bd8f806-e598-e911-827a-06decc849e90,ReconciliationTransaction,,,,,,,,,,,,,,,,,
Enumeration literal,bc59d798-5b96-e911-823e-062d75b50cca,FinancialTransactionTypeValues,9651dd73-e598-e911-827a-06decc849e90,UpdateTransaction,,,,,,,,,,,,,,,,,
Enumeration literal,bc59d798-5b96-e911-823e-062d75b50cca,FinancialTransactionTypeValues,da0c5796-91ac-e911-828c-067d207d65e6,SecuritiesTransaction,,,,,,,,,,,,,,,,,
Enumeration,f2715753-ad99-e911-827a-063e87e1daa2,PaymentTransactionTypeValues,,,,Visibility=public,isAbstract=false,isRoot=false,isLeaf=false,,,,,,,,,,,,
Enumeration literal,f2715753-ad99-e911-827a-063e87e1daa2,PaymentTransactionTypeValues,0b891365-ad99-e911-827a-063e87e1daa2,SettlementTransaction,,,,,,,,,,,,,,,,,
Enumeration literal,f2715753-ad99-e911-827a-063e87e1daa2,PaymentTransactionTypeValues,e271c176-ad99-e911-827a-063e87e1daa2,ClearingTransaction,,,,,,,,,,,,,,,,,
Enumeration literal,f2715753-ad99-e911-827a-063e87e1daa2,PaymentTransactionTypeValues,8944e587-ad99-e911-827a-063e87e1daa2,CardPaymentTransaction,,,,,,,,,,,,,,,,,
Enumeration literal,f2715753-ad99-e911-827a-063e87e1daa2,PaymentTransactionTypeValues,e3da83f4-218e-ea11-8295-065d16bc4550,Over-the-counter,,,,,,,,,,,,,,,,,
Enumeration,7f78b7af-9aba-e911-8291-062b31ab758a,PaymentTransactionAppliedFeeTypeValues,,,,Visibility=public,isAbstract=false,isRoot=false,isLeaf=false,,,,,,,,,,,,
Enumeration literal,7f78b7af-9aba-e911-8291-062b31ab758a,PaymentTransactionAppliedFeeTypeValues,8078b7af-9aba-e911-8291-062b31ab758a,InterchargeFee,,,,,,,,,,,,,,,,,
