UID Class Diagram,Class Diagram,UID BO,Referenced Element,Dimension,Positions,Colour,
5904d6e3-8bba-e911-8291-062b31ab758a,Device Helper Diagram,d47b801b-f9a6-e911-8288-06c837085cb8,IssuedDeviceAgreementAllocation,"597.000, 180.000","183.000, 1050.000","255, 255, 255",
5904d6e3-8bba-e911-8291-062b31ab758a,Device Helper Diagram,2711aa0e-baa4-e911-8284-062084c0b880,DeviceType,"533.000, 180.000","2340.000, 430.000","128, 255, 128",
5904d6e3-8bba-e911-8291-062b31ab758a,Device Helper Diagram,2cd1dc8a-85a4-e911-8284-062084c0b880,DeviceArrangement,"523.000, 200.000","220.000, 640.000","255, 255, 255",
5904d6e3-8bba-e911-8291-062b31ab758a,Device Helper Diagram,5b635669-bda4-e911-8284-062084c0b880,DeviceTransaction,"704.000, 200.000","1249.500, 1520.000","255, 255, 255",
5904d6e3-8bba-e911-8291-062b31ab758a,Device Helper Diagram,bdef33cb-95c5-e911-8296-06227606fcb6,DeviceConfigurationOption,"482.000, 180.000","2258.000, 670.000","255, 255, 255",
f3e58b7d-a855-eb11-82e3-06afd984332d,Withdraw Helper Diagram,0a28b29d-5c96-e911-823e-062d75b50cca,WithdrawalServiceArrangement,"560.000, 320.000","1080.000, 1020.000","255, 255, 255",
f3e58b7d-a855-eb11-82e3-06afd984332d,Withdraw Helper Diagram,a61bbf01-e597-e911-827a-06d89370a58e,WithdrawalService,"430.000, 180.000","2004.500, 1060.000","255, 255, 255",
f3e58b7d-a855-eb11-82e3-06afd984332d,Withdraw Helper Diagram,c80f2ee6-f097-e911-827a-06d89370a58e,ServiceArrangement,"400.000, 180.000","1060.000, 680.000","255, 255, 255",
f3e58b7d-a855-eb11-82e3-06afd984332d,Withdraw Helper Diagram,f0b986ab-7192-e911-823e-0616b0d596e4,FinancialInstruction,"400.000, 180.000","1740.000, 1790.000","255, 255, 255",
f3e58b7d-a855-eb11-82e3-06afd984332d,Withdraw Helper Diagram,107b3801-b65c-eb11-82e9-065ba105bad3,WithdrawalTypeValues,"471.000, 242.000","2600.000, 1050.000","255, 255, 255",
f3e58b7d-a855-eb11-82e3-06afd984332d,Withdraw Helper Diagram,7effad6e-9965-e911-8237-06eba4258fe0,Instruction,"400.000, 180.000","2337.000, 1790.000","234, 232, 232",
f3e58b7d-a855-eb11-82e3-06afd984332d,Withdraw Helper Diagram,a58c8a29-5a96-e911-823e-062d75b50cca,FinancialTransaction,"400.000, 180.000","1740.000, 2310.000","255, 255, 255",
f3e58b7d-a855-eb11-82e3-06afd984332d,Withdraw Helper Diagram,8ce000ad-b35c-eb11-82e9-065ba105bad3,WithdrawalServiceArrangementModality,"646.000, 180.000","1280.000, 1520.000","255, 255, 255",
f3e58b7d-a855-eb11-82e3-06afd984332d,Withdraw Helper Diagram,ca197cf7-e497-e911-827a-06d89370a58e,PaymentService,"571.000, 200.000","2140.000, 680.000","255, 255, 255",
f3e58b7d-a855-eb11-82e3-06afd984332d,Withdraw Helper Diagram,63628987-10ab-e911-828c-0605e339c9ac,WithdrawalInstruction,"609.000, 380.000","955.500, 1780.000","255, 255, 255",
f3e58b7d-a855-eb11-82e3-06afd984332d,Withdraw Helper Diagram,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,"400.000, 180.000","1080.000, 380.000","234, 232, 232",
f3e58b7d-a855-eb11-82e3-06afd984332d,Withdraw Helper Diagram,041a54bc-b45c-eb11-82e9-065ba105bad3,WithdrawalServiceModality,"449.000, 180.000","2104.500, 1480.000","255, 255, 255",
f3e58b7d-a855-eb11-82e3-06afd984332d,Withdraw Helper Diagram,0cbfb7fb-5997-e911-823e-065ba593ba6e,Service,"400.000, 180.000","1880.000, 300.000","234, 232, 232",
f3e58b7d-a855-eb11-82e3-06afd984332d,Withdraw Helper Diagram,5708a70e-fd6f-e911-8237-06309b11004c,Transaction,"400.000, 180.000","2340.000, 2310.000","234, 232, 232",
f3e58b7d-a855-eb11-82e3-06afd984332d,Withdraw Helper Diagram,9fe05cf9-fd60-e911-8237-068e13695e26,Account,"400.000, 180.000","100.000, 1070.000","234, 232, 232",
f3e58b7d-a855-eb11-82e3-06afd984332d,Withdraw Helper Diagram,69ad2f0a-0061-e911-8237-068e13695e26,AccountEntry,"400.000, 180.000","100.000, 2338.000","234, 232, 232",
f3e58b7d-a855-eb11-82e3-06afd984332d,Withdraw Helper Diagram,4509c72d-b55c-eb11-82e9-065ba105bad3,WithdrawalTransaction,"400.000, 180.000","1080.000, 2360.000","255, 255, 255",
63d0e0f4-78a5-ea11-829f-063d8b9b8b6c,Arrangement-Product Feature- Service Helper Diagram,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,"400.000, 180.000","660.000, 380.000","234, 232, 232",
63d0e0f4-78a5-ea11-829f-063d8b9b8b6c,Arrangement-Product Feature- Service Helper Diagram,c80f2ee6-f097-e911-827a-06d89370a58e,ServiceArrangement,"400.000, 180.000","660.000, 1120.000","255, 255, 255",
63d0e0f4-78a5-ea11-829f-063d8b9b8b6c,Arrangement-Product Feature- Service Helper Diagram,1aeced65-0b68-e911-8237-06dd5e24f7bc,BankingProduct,"400.000, 180.000","1600.000, 380.000","234, 232, 232",
63d0e0f4-78a5-ea11-829f-063d8b9b8b6c,Arrangement-Product Feature- Service Helper Diagram,9e6e153d-5997-e911-823e-065ba593ba6e,ProductService,"400.000, 180.000","1600.000, 1120.000","255, 255, 255",
63d0e0f4-78a5-ea11-829f-063d8b9b8b6c,Arrangement-Product Feature- Service Helper Diagram,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,"400.000, 180.000","646.500, 740.000","234, 232, 232",
63d0e0f4-78a5-ea11-829f-063d8b9b8b6c,Arrangement-Product Feature- Service Helper Diagram,823053bb-a486-e911-823e-062687e6a904,ProductFeature,"400.000, 180.000","1600.000, 740.000","234, 232, 232",
63d0e0f4-78a5-ea11-829f-063d8b9b8b6c,Arrangement-Product Feature- Service Helper Diagram,0cbfb7fb-5997-e911-823e-065ba593ba6e,Service,"563.000, 260.000","2300.000, 1100.000","234, 232, 232",
63d0e0f4-78a5-ea11-829f-063d8b9b8b6c,Arrangement-Product Feature- Service Helper Diagram,5277bbed-5897-e911-823e-065ba593ba6e,ProductServiceModality,"432.000, 180.000","1620.000, 1500.000","255, 255, 255",
63d0e0f4-78a5-ea11-829f-063d8b9b8b6c,Arrangement-Product Feature- Service Helper Diagram,b6c65e81-f197-e911-827a-06d89370a58e,ServiceArrangementModality,"514.000, 180.000","600.000, 1500.000","255, 255, 255",
63d0e0f4-78a5-ea11-829f-063d8b9b8b6c,Arrangement-Product Feature- Service Helper Diagram,48c585c3-5b97-e911-823e-065ba593ba6e,ServiceModality,"497.000, 180.000","2300.000, 1480.000","255, 255, 255",
63d0e0f4-78a5-ea11-829f-063d8b9b8b6c,Arrangement-Product Feature- Service Helper Diagram,ff366834-b97b-e911-823e-061c465efe24,ProductTermAndCondition,"442.000, 180.000","2334.500, 740.000","255, 255, 255",
0242275b-c2e5-e911-82b0-068cff9cc42a,Model Helper Diagram,ec37b21a-c3ae-e911-828c-06d72c197ec4,ModelDesignFunctionalRequirementsSpecification,"880.000, 280.000","3220.000, 1260.000","255, 255, 255",
0242275b-c2e5-e911-82b0-068cff9cc42a,Model Helper Diagram,83f1ba60-1fa2-e911-8280-068b5ca1cd1a,RegulatoryComplianceCheck,"780.000, 160.000","3520.000, 660.000","255, 255, 255",
0242275b-c2e5-e911-82b0-068cff9cc42a,Model Helper Diagram,a7108679-cdae-e911-828c-06d72c197ec4,ModelTest,"489.000, 320.000","4240.000, 840.000","255, 255, 255",
0242275b-c2e5-e911-82b0-068cff9cc42a,Model Helper Diagram,a89ab5c4-598b-e911-823e-0680522666ec,RuleSet,"340.000, 140.000","2800.000, 1940.000","234, 232, 232",
0242275b-c2e5-e911-82b0-068cff9cc42a,Model Helper Diagram,ea36f45c-1656-e911-8237-060aad038e48,Assessment,"400.000, 180.000","3980.000, 162.000","234, 232, 232",
0242275b-c2e5-e911-82b0-068cff9cc42a,Model Helper Diagram,312ae26c-baae-e911-828c-06d72c197ec4,DesignSpecificationAspect,"669.000, 180.000","1480.000, 420.000","255, 255, 255",
0242275b-c2e5-e911-82b0-068cff9cc42a,Model Helper Diagram,6d64228c-c0ae-e911-828c-06d72c197ec4,ModelUsage,"539.000, 180.000","580.000, 790.000","255, 255, 255",
0242275b-c2e5-e911-82b0-068cff9cc42a,Model Helper Diagram,96635de6-cbae-e911-828c-06d72c197ec4,ModelUsageRuleSet,"400.000, 180.000","3451.000, 1980.000","255, 255, 255",
0242275b-c2e5-e911-82b0-068cff9cc42a,Model Helper Diagram,a2ab1ae9-c1ae-e911-828c-06d72c197ec4,ModelDesignSpecification,"464.000, 180.000","2380.000, 1150.000","255, 255, 255",
0242275b-c2e5-e911-82b0-068cff9cc42a,Model Helper Diagram,a7f7f0e1-b7ae-e911-828c-06d72c197ec4,DesignSpecification,"400.000, 180.000","2380.000, 440.000","255, 255, 255",
0242275b-c2e5-e911-82b0-068cff9cc42a,Model Helper Diagram,e48b3c8e-b4ae-e911-828c-06d72c197ec4,Model,"500.000, 540.000","1320.000, 840.000","255, 255, 255",
0242275b-c2e5-e911-82b0-068cff9cc42a,Model Helper Diagram,a829ebf3-c5ae-e911-828c-06d72c197ec4,ModelDesignTestingSpecification,"669.000, 240.000","3220.000, 960.000","255, 255, 255",
0242275b-c2e5-e911-82b0-068cff9cc42a,Model Helper Diagram,7b5fa990-beae-e911-828c-06d72c197ec4,ModelDeploymentConfiguration,"678.000, 260.000","322.000, 1260.000","255, 255, 255",
0242275b-c2e5-e911-82b0-068cff9cc42a,Model Helper Diagram,d41c7f3f-c7ae-e911-828c-06d72c197ec4,ModelDesignProductionSpecification,"644.000, 220.000","3220.000, 1580.000","255, 255, 255",
0242275b-c2e5-e911-82b0-068cff9cc42a,Model Helper Diagram,bbdee486-984d-ea11-8289-065500ef61d8,ComplianceCheck,"400.000, 180.000","3540.000, 342.000","255, 255, 255",
0242275b-c2e5-e911-82b0-068cff9cc42a,Model Helper Diagram,798106aa-c0ae-e911-828c-06d72c197ec4,ModelImpact,"400.000, 180.000","580.000, 1020.000","255, 255, 255",
8e8c6da9-27a2-e911-8280-068b5ca1cd1a,RuleSet Helper Diagram,a89ab5c4-598b-e911-823e-0680522666ec,RuleSet,"540.000, 380.000","1000.000, 380.000","255, 255, 255",
8e8c6da9-27a2-e911-8280-068b5ca1cd1a,RuleSet Helper Diagram,f8fd3476-caf0-e911-82b5-06d1970e916c,RuleSetInvolvementTypeValues,"540.000, 362.000","1920.000, 20.000","255, 255, 255",
8e8c6da9-27a2-e911-8280-068b5ca1cd1a,RuleSet Helper Diagram,c812ebb2-22a7-e911-8288-06c837085cb8,Policy,"400.000, 180.000","640.000, 1038.000","255, 255, 255",
8e8c6da9-27a2-e911-8280-068b5ca1cd1a,RuleSet Helper Diagram,432d495b-30d6-e911-8296-06e1705194c6,RuleSetInvolvement,"590.000, 180.000","1920.000, 420.000","255, 255, 255",
8e8c6da9-27a2-e911-8280-068b5ca1cd1a,RuleSet Helper Diagram,06f0124e-2da2-e911-8280-068b5ca1cd1a,Guideline,"400.000, 180.000","1360.000, 1288.000","255, 255, 255",
8e8c6da9-27a2-e911-8280-068b5ca1cd1a,RuleSet Helper Diagram,21527d12-20a2-e911-8280-068b5ca1cd1a,Regulation,"400.000, 180.000","1067.000, 1038.000","255, 255, 255",
8e8c6da9-27a2-e911-8280-068b5ca1cd1a,RuleSet Helper Diagram,b818fbbf-c651-eb11-82e3-06132fe31c95,RuleSetTypeValues,"445.000, 482.000","460.000, 148.000","255, 255, 255",
8e8c6da9-27a2-e911-8280-068b5ca1cd1a,RuleSet Helper Diagram,c16435c2-0958-ea11-8289-060c7a9911f6,Criterion,"400.000, 180.000","1540.000, 1038.000","255, 255, 255",
8e8c6da9-27a2-e911-8280-068b5ca1cd1a,RuleSet Helper Diagram,e42f60da-2b54-eb11-82e3-06d9eff808b9,Standard,"400.000, 180.000","1840.000, 1258.000","255, 255, 255",
8e8c6da9-27a2-e911-8280-068b5ca1cd1a,RuleSet Helper Diagram,41e81f1a-22a7-e911-8288-06c837085cb8,Law,"400.000, 180.000","905.000, 1258.000","255, 255, 255",
8e8c6da9-27a2-e911-8280-068b5ca1cd1a,RuleSet Helper Diagram,dfa57515-5165-eb11-82ee-06b6c49a40d9,StandardTypeValues,"486.000, 242.000","2140.000, 900.000","255, 255, 255",
8e8c6da9-27a2-e911-8280-068b5ca1cd1a,RuleSet Helper Diagram,de2498cb-6188-e911-823e-06b09c770f0c,Jurisdiction,"400.000, 180.000","1100.000, 20.000","255, 255, 255",
610906f8-fc6f-e911-8237-06309b11004c,Payment Helper Diagram,a6ea66b8-8596-e911-823e-062d75b50cca,PaymentServiceArrangement,"760.000, 380.000","420.000, 400.000","255, 255, 255",
610906f8-fc6f-e911-8237-06309b11004c,Payment Helper Diagram,7314f250-f5a9-e911-8288-06812ee60d2a,MoneyTransferTransaction,"480.000, 180.000","1080.000, 1760.000","255, 255, 255",
610906f8-fc6f-e911-8237-06309b11004c,Payment Helper Diagram,0cbfb7fb-5997-e911-823e-065ba593ba6e,Service,"400.000, 180.000","1600.000, 100.000","255, 255, 255",
610906f8-fc6f-e911-8237-06309b11004c,Payment Helper Diagram,ca197cf7-e497-e911-827a-06d89370a58e,PaymentService,"606.000, 200.000","1560.000, 420.000","255, 255, 255",
610906f8-fc6f-e911-8237-06309b11004c,Payment Helper Diagram,e00fb730-fd60-e911-8237-068e13695e26,PaymentTransaction,"467.000, 180.000","340.000, 1740.000","255, 255, 255",
610906f8-fc6f-e911-8237-06309b11004c,Payment Helper Diagram,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction,"462.000, 180.000","1098.000, 1330.000","255, 255, 255",
610906f8-fc6f-e911-8237-06309b11004c,Payment Helper Diagram,44b91a94-1068-e911-8237-06dd5e24f7bc,PaymentObligation,"467.000, 180.000","180.000, 990.000","255, 255, 255",
610906f8-fc6f-e911-8237-06309b11004c,Payment Helper Diagram,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,"400.000, 180.000","600.000, 40.000","255, 255, 255",
610906f8-fc6f-e911-8237-06309b11004c,Payment Helper Diagram,e6304f28-fd60-e911-8237-068e13695e26,PaymentInstruction,"467.000, 180.000","360.000, 1360.000","255, 255, 255",
610906f8-fc6f-e911-8237-06309b11004c,Payment Helper Diagram,7effad6e-9965-e911-8237-06eba4258fe0,Instruction,"400.000, 180.000","1160.000, 990.000","255, 255, 255",
610906f8-fc6f-e911-8237-06309b11004c,Payment Helper Diagram,5708a70e-fd6f-e911-8237-06309b11004c,Transaction,"400.000, 180.000","1920.000, 1760.000","255, 255, 255",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,9c5ba835-6956-eb11-82e3-06d64c037e3d,CorporateActionTypeValues,"898.000, 4862.000","80.000, 140.000","255, 255, 255",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,ce9f8d4b-6e56-eb11-82e3-06d64c037e3d,CorporateActionInvolvementTypeValues,"644.000, 242.000","1700.000, 1561.000","255, 255, 255",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,1d2c6637-6756-eb11-82e3-06d64c037e3d,CorporateActionStatusValues,"486.000, 482.000","1020.000, 1259.000","255, 255, 255",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,"400.000, 180.000","2100.000, 60.000","234, 232, 232",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,"400.000, 180.000","2060.000, 430.000","234, 232, 232",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,c52488e9-6d56-eb11-82e3-06d64c037e3d,CorporateActionInvolvement,"685.000, 180.000","2060.000, 1340.000","255, 255, 255",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,ffe016a6-7ba9-ea11-829f-06478228ed28,Security,"426.000, 260.000","3454.000, 1111.000","255, 255, 255",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,5984daf1-6e56-eb11-82e3-06d64c037e3d,CorporateActionDateTimeTypeValues,"806.000, 482.000","2614.000, 318.000","255, 255, 255",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,390056c6-5e56-eb11-82e3-06d64c037e3d,CorporateAction,"680.000, 260.000","1080.000, 900.000","255, 255, 255",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,6f53fd37-8257-e911-8237-0645314e65ac,Party,"400.000, 180.000","1822.000, 1832.000","234, 232, 232",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,e12e5704-c45c-eb11-82e9-065ba105bad3,SecurityTypeValues,"400.000, 302.000","3454.000, 1392.000","255, 255, 255",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,5708a70e-fd6f-e911-8237-06309b11004c,Transaction,"400.000, 180.000","1100.000, 533.000","234, 232, 232",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,"400.000, 180.000","2420.000, 1832.000","234, 232, 232",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,66bab5d1-0056-e911-8237-060aad038e48,Event,"400.000, 180.000","1640.000, 192.000","234, 232, 232",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,ba9240b3-0056-e911-8237-060aad038e48,Action,"400.000, 180.000","1106.000, 192.000","234, 232, 232",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,9fe05cf9-fd60-e911-8237-068e13695e26,Account,"400.000, 180.000","3020.000, 2040.000","234, 232, 232",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,2b91327b-b6a4-ea11-829f-0660fb1fa966,FinancialInstrument,"743.000, 200.000","3480.000, 800.000","255, 255, 255",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,69ad2f0a-0061-e911-8237-068e13695e26,AccountEntry,"400.000, 180.000","2361.000, 2052.000","234, 232, 232",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,80603ecd-74a9-ea11-829f-06478228ed28,CorporateActionArrangement,"701.000, 320.000","2060.000, 870.000","255, 255, 255",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,961ac7ae-8259-eb11-82e3-069263446f67,FinancialInstrumentTypeValues,"515.000, 722.000","3920.000, 1090.000","255, 255, 255",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,d8640dd2-d55c-eb11-82e9-065ba105bad3,NonCashAccount,"400.000, 180.000","2904.000, 1332.000","255, 255, 255",
a82c1f30-ab55-eb11-82e3-06afd984332d,Corporate Action Helper Diagram,43bcacca-69a9-ea11-829f-06478228ed28,InvestmentAccount,"400.000, 180.000","2906.000, 1652.000","255, 255, 255",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,823053bb-a486-e911-823e-062687e6a904,ProductFeature,"400.000, 180.000","2100.000, 100.000","234, 232, 232",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,"1123.000, 560.000","1500.000, 880.000","255, 255, 255",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,e44d75e9-6188-e911-823e-06b09c770f0c,AgreementDocument,"400.000, 180.000","800.000, 880.000","255, 255, 255",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,"400.000, 180.000","1440.000, 1640.000","234, 232, 232",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,ba9abd47-c656-e911-8237-06ecaacb4c68,Document,"400.000, 180.000","745.000, 520.000","234, 232, 232",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,de2498cb-6188-e911-823e-06b09c770f0c,Jurisdiction,"410.000, 180.000","795.000, 1100.000","255, 255, 255",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,dfe32bfe-2281-e911-823e-06e233b9c772,AgreementInvolvement,"753.000, 260.000","452.000, 1320.000","255, 255, 255",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,4efd4f66-d898-e911-827a-06145c0197d0,Agreement/AgreementRelationship,"786.000, 180.000","1229.000, 210.000","255, 255, 255",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,858334d3-7fa1-e911-827a-0622e6071f58,Disclosure,"580.000, 284.000","2820.000, 1040.000","255, 255, 255",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,1aeced65-0b68-e911-8237-06dd5e24f7bc,BankingProduct,"400.000, 180.000","1880.000, 440.000","234, 232, 232",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,1ab9690c-f297-e911-827a-06d89370a58e,AgreementCondition,"804.000, 200.000","2780.000, 1350.000","255, 255, 255",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,a89ab5c4-598b-e911-823e-0680522666ec,RuleSet,"400.000, 180.000","2900.000, 520.000","234, 232, 232",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,1c7997eb-24a7-e911-8288-06c837085cb8,AgreementRuleApplication,"440.000, 180.000","2960.000, 840.000","255, 255, 255",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,acebac7f-bd56-e911-8237-06ecaacb4c68,Condition,"400.000, 180.000","2960.000, 1740.000","234, 232, 232",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,"400.000, 180.000","360.000, 980.000","234, 232, 232",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,7effad6e-9965-e911-8237-06eba4258fe0,Instruction,"400.000, 180.000","2160.000, 1640.000","234, 232, 232",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,6f53fd37-8257-e911-8237-0645314e65ac,Party,"400.000, 180.000","320.000, 660.000","234, 232, 232",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,99d70ea2-5277-eb11-8305-06d6e8bf29e7,AgreementTypeValues,"604.000, 482.000","1320.000, 1960.000","255, 255, 255",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,9fe05cf9-fd60-e911-8237-068e13695e26,Account,"400.000, 180.000","2340.000, 440.000","234, 232, 232",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,79006831-5877-eb11-8305-06d6e8bf29e7,AgreementStatusValues,"546.000, 482.000","1980.000, 1960.000","255, 255, 255",
71654605-1494-e911-823e-069871e4ec9c,Agreement Helper Diagram,b89c762f-a07d-eb11-8309-06f448ba7707,Agreement/AgreementRelationshipTypeValues,"745.000, 302.000","452.000, 98.000","255, 255, 255",
e6bd7157-00fb-e911-82bd-067729125860,Employee Agreement Helper Diagram,7fe6c8c1-4dfa-e911-82bd-06e507138132,CommissionArrangement,"457.000, 180.000","916.000, 1960.000","255, 255, 255",
e6bd7157-00fb-e911-82bd-067729125860,Employee Agreement Helper Diagram,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,"400.000, 180.000","1547.000, 260.000","255, 255, 255",
e6bd7157-00fb-e911-82bd-067729125860,Employee Agreement Helper Diagram,bcfa91dd-2ff7-e911-82bd-06554362bd22,BenefitArrangement,"400.000, 180.000","1400.000, 2100.000","255, 128, 128",
e6bd7157-00fb-e911-82bd-067729125860,Employee Agreement Helper Diagram,07076ed9-4dfa-e911-82bd-06e507138132,IncentiveArrangement,"400.000, 180.000","660.000, 1740.000","255, 255, 255",
e6bd7157-00fb-e911-82bd-067729125860,Employee Agreement Helper Diagram,94885b0f-22f7-e911-82bd-06554362bd22,Employee Agreement,"920.000, 240.000","1340.000, 780.000","255, 128, 128",
e6bd7157-00fb-e911-82bd-067729125860,Employee Agreement Helper Diagram,b5e4b61f-6afa-e911-82bd-060c1aa554c0,ProbationaryArrangement,"465.000, 180.000","1720.000, 1700.000","255, 255, 255",
e6bd7157-00fb-e911-82bd-067729125860,Employee Agreement Helper Diagram,981f6e23-2df7-e911-82bd-06554362bd22,SalaryArrangement,"400.000, 180.000","1160.000, 1740.000","255, 255, 255",
e6bd7157-00fb-e911-82bd-067729125860,Employee Agreement Helper Diagram,c412fec5-26f7-e911-82bd-06554362bd22,EmployeeRelationship,"680.000, 220.000","2740.000, 770.000","255, 128, 128",
e6bd7157-00fb-e911-82bd-067729125860,Employee Agreement Helper Diagram,6a51e05c-2ef7-e911-82bd-06554362bd22,RemunerationArrangement,"1440.000, 160.000","240.000, 1260.000","255, 255, 255",
e6bd7157-00fb-e911-82bd-067729125860,Employee Agreement Helper Diagram,a9d93263-2ff7-e911-82bd-06554362bd22,TerminationArrangement,"447.000, 180.000","1987.000, 1420.000","255, 255, 255",
e6bd7157-00fb-e911-82bd-067729125860,Employee Agreement Helper Diagram,fa6490a1-8957-e911-8237-0645314e65ac,PartyRelationship,"400.000, 180.000","2880.000, 300.000","255, 128, 128",
7b4edf68-4d5a-eb11-82e3-0696e5690f15,Asset Helper Diagram,d5fe9f6e-7b80-e911-823e-061de61e9206,AssetValuation,"673.000, 380.000","500.000, 650.000","255, 255, 255",
7b4edf68-4d5a-eb11-82e3-0696e5690f15,Asset Helper Diagram,fd698611-6380-e911-823e-061de61e9206,AssetType,"400.000, 180.000","1530.000, 200.000","128, 255, 128",
7b4edf68-4d5a-eb11-82e3-0696e5690f15,Asset Helper Diagram,ea36f45c-1656-e911-8237-060aad038e48,Assessment,"400.000, 180.000","636.500, 180.000","255, 255, 255",
7b4edf68-4d5a-eb11-82e3-0696e5690f15,Asset Helper Diagram,b2aa1a32-b2a4-e911-8284-06aa98c8c004,AssetHolding,"400.000, 180.000","2840.000, 630.000","255, 255, 255",
7b4edf68-4d5a-eb11-82e3-0696e5690f15,Asset Helper Diagram,30a4d16d-6080-e911-823e-061de61e9206,Asset,"460.000, 440.000","1500.000, 620.000","255, 255, 255",
2d479faf-9f49-ea11-8289-06886b9acc16,Double Book Keeping Helper Diagram,f1eb233c-1fd6-e911-8296-06e1705194c6,JournalEntry,"400.000, 180.000","1520.000, 1020.000","255, 255, 255",
2d479faf-9f49-ea11-8289-06886b9acc16,Double Book Keeping Helper Diagram,ffd04078-1fd6-e911-8296-06e1705194c6,Journal,"400.000, 180.000","2220.000, 1000.000","255, 255, 255",
2d479faf-9f49-ea11-8289-06886b9acc16,Double Book Keeping Helper Diagram,66bab5d1-0056-e911-8237-060aad038e48,Event,"400.000, 180.000","1640.000, 300.000","255, 255, 255",
2d479faf-9f49-ea11-8289-06886b9acc16,Double Book Keeping Helper Diagram,16fc6faa-23d3-e911-8296-06b94e7647ce,GenericBankingTransaction,"492.000, 180.000","120.000, 640.000","255, 255, 255",
2d479faf-9f49-ea11-8289-06886b9acc16,Double Book Keeping Helper Diagram,54607a15-1fd6-e911-8296-06e1705194c6,FinancialAccountingTransaction,"562.000, 180.000","520.000, 1020.000","255, 255, 255",
2d479faf-9f49-ea11-8289-06886b9acc16,Double Book Keeping Helper Diagram,a89ab5c4-598b-e911-823e-0680522666ec,RuleSet,"400.000, 180.000","2840.000, 300.000","255, 255, 255",
